Subject,Day,Year,time,url_slug
Release:  Arrest - Stolen Vehicle - 3200 Block McGill Street,June 13,2018,4:30 PM,/news/2018452
Release:  Arrest - Stolen Vehicle - 600 Block Of Idylwyld Drive,December 5,2019,3:05 PM,/news/2019905
Release:  Arrest - Stolen Vehicle / Evade Police - 18th Street West And Avenue X South,January 2,2020,11:07 AM,/news/20202
Release:  Arrest - Stolen Vehicle Investigation - 1700 Block Saskatchewan Avenue,September 27,2018,11:27 AM,/news/2018724
Release:  Arrest - Stolen Vehicle Investigation - 33rd Street And Avenue B North,October 30,2019,3:28 PM,/news/2019796
Release:  Arrest - Stolen Vehicle Investigation - 3800 Block Fairlight Drive,September 14,2020,10:21 AM,/news/2020657
Release:  Arrest - Subject Wanted - 600 Block 4th Avenue North,September 27,2018,10:57 AM,/news/2018723
Release:  Arrest - Suspicious Person - 21st Street West And Avenue S South,November 2,2020,3:49 PM,/news/2020789
Release:  Arrest - Theft From Vehicle - 400 Block Vancouver Avenue South,September 21,2020,12:40 PM,/news/2020674
Release:  Arrest - Theft Of Vehicle / Evade Police - 1300 Block Acadia Drive,January 8,2021,9:41 AM,/news/202121
Release:  Arrest - Threats Investigation - 300 Block Avenue Q North,March 5,2020,9:52 AM,/news/2020146
Release:  Arrest - Traffic Stop Leads To Criminal Code Charges - 30th Street West And Avenue G North,January 2,2020,11:24 AM,/news/20203
Release:  Arrest - Unlawful Confinement - 2800 Block Eastview,January 31,2019,4:27 PM,/news/201973
Release:  Arrest - Unlawful Confinement - 400 Block Avenue B North,September 26,2019,8:07 AM,/news/2019687
Release:  Arrest - VICE Investigation - Human Trafficking,June 13,2019,2:46 PM,/news/2019420
Release:  Arrest - Wanted Person - 200 Block Leland Court,July 5,2021,4:54 PM,/news/2021377
Release:  Arrest - Weapons / Disturbance - 2900 Block 7th Street East,August 18,2021,11:49 AM,/news/2021438
Release:  Arrest - Weapons / Disturbance - 600 Block 8th Street East,September 7,2021,11:08 AM,/news/2021484
Release:  Arrest - Weapons Charges - 100 Block 33rd Street West,July 30,2020,10:00 AM,/news/2020521
Release:  Arrest - Weapons Complaint - 700 Block Appleby Drive,November 18,2019,10:23 AM,/news/2019863
Release:  Arrest - Weapons Investigation - 100 Block Avenue O South,December 19,2019,11:28 AM,/news/2019956
Release:  Arrest - Weapons Investigation - 100 Block Avenue U North,July 4,2019,11:51 AM,/news/2019469
Release:  Arrest - Weapons Investigation - 100 Block Circle Drive West,August 7,2020,8:40 AM,/news/2020544
Release:  Arrest - Weapons Investigation - 1100 Block Idylwyld Drive,August 20,2020,11:20 AM,/news/2020575
Release:  Arrest - Weapons Investigation - 1500 Block 20th Street West,May 29,2020,2:51 PM,/news/2020357
Release:  Arrest - Weapons Investigation - 1800 Block 22nd Street West,July 4,2020,9:24 PM,/news/2020456
Release:  Arrest - Weapons Investigation - 200 Block Avenue K South,October 19,2020,9:24 AM,/news/2020752
Release:  Arrest - Weapons Investigation - 300 Block Avenue W South,September 29,2020,10:56 AM,/news/2020703
Release:  Arrest - Weapons Investigation - 3700 Block Diefenbaker Drive,August 27,2020,4:49 PM,/news/2020604
Release:  Arrest - Weapons Investigation - 400 Block 42nd A Street East,September 10,2020,10:39 AM,/news/2020640
Release:  Arrest - Weapons Investigation - 600 Block 29th Street West,July 12,2021,2:35 PM,/news/2021390
Release:  Arrest - Weapons Investigation - 900 Block 20th Street West,March 12,2021,8:56 AM,/news/2021145
Release:  Arrest - Weapons Investigation - Confederation Drive And 22nd Street,June 23,2020,2:33 PM,/news/2020421
Release:  Arrest - Weapons/Drug Trafficking - 3500 Block Of 11th Street West,April 7,2021,3:44 PM,/news/2021184
Release:  Arrest - Weapons/Drug Trafficking Charges - 22nd Street And Avenue G North,September 6,2018,11:52 AM,/news/2018683
Release:  Arrest / Firearm Seized - 33rd Street And Avenue B North,March 19,2020,2:23 PM,/news/2020181
Release:  Arrest On Canada-Wide Warrant - 29th St. W & Idylwyld Dr. N,October 8,2019,12:01 PM,/news/2019718
Release:  Arrest Warrant - Child Luring/Trafficking,December 3,2018,3:49 PM,/news/2018866
Release:  Arrest Warrant Issued Following Purse Robberies,June 1,2018,2:05 PM,/news/2018418
Release:  Arrest- Assault/Bear Spray - Ave W S/19th St W,August 21,2019,1:18 AM,/news/2019593
Release:  Arrest- CEW Deployment- 2200 Block 22nd St. W,March 20,2021,8:24 PM,/news/2021153
Release:  Arrest- CEW Deployment- 400 Block Avenue R South,February 23,2021,3:51 PM,/news/2021106
Release:  Arrest- CEW Deployment- 900 Block Ave. J. S.,July 11,2021,1:59 AM,/news/2021388
Release:  Arrest- Evade Police,February 7,2021,1:37 AM,/news/202185
Release:  Arrest- Evade Police- Stonebridge Common/Hartley Rd,June 2,2019,2:51 AM,/news/2019376
Release:  Arrest- Evade Police/Stolen Vehicle,January 3,2021,4:15 PM,/news/20212
Release:  Arrest- Evade Police/Stolen Vehicle,January 30,2021,3:20 AM,/news/202165
Release:  Arrest- Evade Police/Stolen Vehicle,November 8,2019,4:08 AM,/news/2019828
Release:  Arrest- Evade Police/Stolen Vehicle,October 31,2020,2:20 PM,/news/2020783
Release:  Arrest- Impaired Driving,February 14,2021,4:03 AM,/news/202197
Release:  Arrest- Impaired Driving/Stolen Vehicle,December 19,2020,11:16 PM,/news/2020882
Release:  Arrest- Methamphetamine Trafficking- 1600blk 33rd St W,October 8,2019,2:40 AM,/news/2019714
Release:  Arrest- Point Firearm/Assault-200 Block Ave R North,July 3,2020,1:50 PM,/news/2020454
Release:  Arrest- Weapon Investigation- 1100 Block Ave W North,November 17,2020,2:22 PM,/news/2020826
Release:  Arrest- Weapon Investigation-3700 Block Diefenbaker Drive,October 30,2020,4:51 PM,/news/2020782
Release:  Arrest-Evade Police-300 Block Ave R S,August 28,2020,11:45 AM,/news/2020605
Release:  Arrest-Evade Police/Warrants-Confederation Drive And Palmer Place,September 25,2020,11:28 AM,/news/2020693
Release:  Arrest/Charges Laid - Stolen Auto/Weapon/Evade Police - 25th Street West And Idylwyld Drive,November 25,2019,9:05 AM,/news/2019879
Release:  Arrests - Armed Robbery - 100 Block Leif Erickson Place,January 2,2020,12:22 PM,/news/20204
Release:  Arrests - Armed Robbery / Evade Police - 3000 Block Diefenbaker Drive,August 24,2020,2:44 PM,/news/2020588
Release:  Arrests - Armed Robbery/Search Warrant Executed - Ramsay Court,February 21,2019,2:20 PM,/news/2019139
Release:  Arrests - Assaulting Police Officer - 23rd Street West And Avenue K North,July 2,2020,9:57 AM,/news/2020451
Release:  Arrests - Break And Enter / Assault - 2000 Block Avenue B North,June 18,2020,3:47 PM,/news/2020408
Release:  Arrests - Break And Enter In Progress - 1600 Block Avenue B North,August 10,2020,12:01 PM,/news/2020550
Release:  Arrests - Break And Enter In Progress - 400 Block 5th Avenue North,September 28,2020,11:47 AM,/news/2020701
Release:  Arrests - Break And Enter To Compound - 1300 Block Fletcher Road,December 6,2018,11:21 AM,/news/2018873
Release:  Arrests - Break And Enter/Assault - 200 Block Avenue W South,September 5,2019,11:44 AM,/news/2019632
Release:  Arrests - Break And Enters - 10 Block Gray Avenue/800 Block Pohorecky Cove,April 25,2019,11:17 AM,/news/2019295
Release:  Arrests - Cocaine Trafficking Investigation,January 11,2021,3:29 PM,/news/202123
Release:  Arrests - Cocaine Trafficking Investigation - 100 Block 29th Street West,December 20,2018,11:50 AM,/news/2018906
Release:  Arrests - Cocaine Trafficking Investigation - 300 Block Herold Road,December 9,2019,10:34 AM,/news/2019918
Release:  Arrests - Cocaine Trafficking Investigation - Circle Drive And Idylwyld Drive,February 20,2020,1:31 PM,/news/2020116
Release:  Arrests - Cocaine/Methamphetamine/GHB Trafficking - 4000 Block DeGeer St.,November 18,2019,1:41 PM,/news/2019864
Release:  Arrests - Drug Investigation - 10 Block Rupert Drive,March 19,2020,12:11 PM,/news/2020180
Release:  Arrests - Drug Trafficking Investigation,March 29,2018,11:02 AM,/news/2018197
Release:  Arrests - Drug Trafficking Investigation - 100 Block Edinburgh Place,April 16,2021,3:29 PM,/news/2021200
Release:  Arrests - Drug Trafficking Investigation - 100 Block Salisbury Drive,July 25,2019,12:32 PM,/news/2019515
Release:  Arrests - Drug Trafficking Investigation - 100 Block Wellman Crescent,December 9,2019,11:21 AM,/news/2019919
Release:  Arrests - Drug Trafficking Investigation - 100 Block Wellman Crescent,March 22,2021,2:33 PM,/news/2021155
Release:  Arrests - Drug Trafficking Investigation - 2300 Block 8th Street East,January 29,2021,3:15 PM,/news/202163
Release:  Arrests - Drug Trafficking Investigation - 2300 Block Hanover Avenue,January 29,2021,2:10 PM,/news/202162
Release:  Arrests - Drug Trafficking Investigation - 2600 Block 33rd Street West,April 18,2019,4:41 PM,/news/2019282
Release:  Arrests - Drug Trafficking Investigation - 2nd Avenue And 20th Street East,December 7,2020,10:35 AM,/news/2020855
Release:  Arrests - Drug Trafficking Investigation - 400 Block Confederation Drive,May 29,2020,1:43 PM,/news/2020355
Release:  Arrests - Drug Trafficking Investigation - 500 Block Perehudoff Crescent,September 15,2020,9:48 AM,/news/2020660
Release:  Arrests - Drug Trafficking Investigation - 700 Block Dufferin Avenue,August 20,2020,2:28 PM,/news/2020577
Release:  Arrests - Drugs And Weapons Seized - 1400 Block Avenue G South,June 27,2018,11:27 AM,/news/2018487
Release:  Arrests - Evade Police - 100 Block Stonebridge Boulevard,April 30,2021,10:38 AM,/news/2021231
Release:  Arrests - Evade Police - Circle Drive And Clancy Drive,November 3,2020,9:31 AM,/news/2020791
Release:  Arrests - Evade Police - Highway 7 And 11th Street West,August 13,2020,3:21 PM,/news/2020554
Release:  Arrests - Evade Police -200 Block Stilling Union,May 7,2021,9:11 AM,/news/2021252
Release:  Arrests - Evade Police / Break And Enter To Compound - 2200 Block Northridge Drive,July 9,2020,11:47 AM,/news/2020467
Release:  Arrests - Evade Police / Drug Trafficking Investigation - 10 Block Kootenay Drive,January 11,2021,12:00 PM,/news/202122
Release:  Arrests - Evade Police / Possession Of Loaded Firearm - 3800 Block Idylwyld Drive,June 28,2021,12:30 PM,/news/2021360
Release:  Arrests - Evade Police/Drug Trafficking - 21st Street And 3rd Avenue,August 30,2021,3:34 PM,/news/2021455
Release:  Arrests - Guns & Gangs Investigation - 200 Block Laurentian Drive,September 3,2021,10:06 AM,/news/2021472
Release:  Arrests - Guns & Gangs Investigation - 400 Block Avenue X South,February 5,2021,1:48 PM,/news/202182
Release:  Arrests - Guns And Gang Unit Investigation - 100 Block Avenue N South,August 20,2020,11:29 AM,/news/2020576
Release:  Arrests - Guns And Gangs Investigation - 200 Block Avenue R South,September 5,2019,12:52 PM,/news/2019633
Release:  Arrests - Homicide - 300 Block Avenue U South,July 30,2020,10:01 AM,/news/2020522
Release:  Arrests - Impaired Driver / Firearm Seized - Warman Road And Churchill Drive,January 18,2021,4:08 PM,/news/202139
Release:  Arrests - Methamphetamine Trafficking Investigation - 100 Block Ruth Street East,January 23,2020,10:16 AM,/news/202045
Release:  Arrests - Methamphetamine Trafficking Investigation - 200 Block Willis Crescent/100 Block Hampton Circle,September 14,2020,4:11 PM,/news/2020659
Release:  Arrests - Possession Of Break And Enter Tools - 400 Block 4th Avenue North,June 7,2018,11:23 AM,/news/2018438
Release:  Arrests - Robbery - 3300 Block Fairlight Drive,July 26,2021,9:34 AM,/news/2021401
Release:  Arrests - Robbery / Assault Police Officer - 300 Block Ruth Street,November 15,2019,8:48 AM,/news/2019859
Release:  Arrests - Saskatoon CFSEU Investigation - 400 Block 4th Street East,January 30,2019,8:29 AM,/news/201964
Release:  Arrests - Saskatoon ICRT Investigation Into Drug Trafficking,January 25,2021,3:39 PM,/news/202153
Release:  Arrests - Stabbing - 23rd Street And Avenue J North,September 20,2018,3:18 PM,/news/2018708
Release:  Arrests - Stolen Auto - Confederation Drive And Laurier Drive,September 5,2019,9:53 AM,/news/2019631
Release:  Arrests - Stolen Auto - Minto Place And Idylwyld Drive North,November 27,2020,9:19 AM,/news/2020839
Release:  Arrests - Stolen Auto Investigation / Firearms Located - 2600 Block Dufferin Avenue,March 25,2020,3:28 PM,/news/2020203
Release:  Arrests - Stolen Auto Investigation / Firearms Located - 300 Block Rosewood Boulevard,March 24,2020,10:52 AM,/news/2020197
Release:  Arrests - Stolen Vehicle / Evade Police - 3800 Block Idylwyld Drive North,December 6,2018,10:23 AM,/news/2018871
Release:  Arrests - Stolen Vehicle / Evade Police - Circle Drive And Clarence Avenue,May 10,2018,2:00 PM,/news/2018344
Release:  Arrests - Suspicious Vehicle - 100 Block Acadia Drive,March 20,2020,9:39 AM,/news/2020184
Release:  Arrests - Suspicious Vehicle - 100 Block Of Circle Drive East,August 9,2018,11:31 AM,/news/2018605
Release:  Arrests - Suspicious Vehicle - 19th Street West And Avenue W South,September 28,2020,10:25 AM,/news/2020698
Release:  Arrests - Suspicious Vehicle / Drug Trafficking - 500 Block Devonshire Crescent,September 28,2020,11:12 AM,/news/2020699
Release:  Arrests - Theft And Recovery Of Medical Supplies - 400 Block Avenue E South,November 21,2019,9:02 AM,/news/2019871
Release:  Arrests - Theft Of Vehicle / Break And Enters - 300 Block 5th Street East,January 18,2021,3:33 PM,/news/202138
Release:  Arrests - Traffic Stop - 2200 Block 22nd Street West,September 23,2020,8:40 AM,/news/2020684
Release:  Arrests - Traffic Stop - Avenue S South And 22nd Street,November 30,2020,10:13 AM,/news/2020840
Release:  Arrests - Traffic Stop - Quebec Avenue And 33rd Street West,March 15,2021,4:08 PM,/news/2021148
Release:  Arrests - Unlawful Confinement - 300 Block Avenue S South,July 26,2018,8:39 AM,/news/2018565
Release:  Arrests - Weapons Investigation - 1600 Block Ruth Street,September 28,2020,11:27 AM,/news/2020700
Release:  Arrests - Weapons Investigation - 400 Block Avenue R South,February 8,2018,12:38 PM,/news/201881
Release:  Arrests - Weapons Investigation - Stanley Place And Idylwyld Drive,December 7,2020,9:07 AM,/news/2020854
Release:  Arrests / Recovery Of Stolen Indigenous Regalia,November 14,2018,2:04 PM,/news/2018830
Release:  Arrests- Evade Police- 500 Block Avenue O South,April 20,2021,4:14 PM,/news/2021210
Release:  Arrests/CFSEU Investigation Into Cocaine Trafficking,December 17,2018,3:42 PM,/news/2018900
Release:  Arrests/Seizures - Cannabis And Derivative Trafficking,December 17,2019,12:34 PM,/news/2019953
Release:  Arrests/Seizures - Cocaine Trafficking,December 17,2018,3:01 PM,/news/2018898
Release:  Arrests/Seizures - Methamphetamine Trafficking,August 6,2019,3:49 PM,/news/2019547
Release:  Arson - Temperance St. & McKinnon Ave. N / 400 Block Leslie Ave.,July 25,2018,11:51 AM,/news/2018560
Release:  Arson/Arrest - 100 Block Shaftsbury Pl.,September 17,2020,10:38 AM,/news/2020664
Release:  Arson/Arrest - 200 Block 2nd Ave. S,September 30,2020,2:50 PM,/news/2020708
Release:  Arson/Arrest - 2400 Block Cairns Ave./2300 Block McKinnon Ave. S,June 10,2020,10:15 AM,/news/2020390
Release:  Arson/House Fire - 1800 Block 20th St. W,April 16,2020,2:58 PM,/news/2020251
Release:  Assault - 100 Block 23 St E,July 10,2021,12:50 PM,/news/2021386
Release:  Assault - 100 Block 29th St. E,March 19,2019,4:18 PM,/news/2019204
Release:  Assault - 200 Block 23rd Street East,February 18,2020,4:39 PM,/news/2020107
Release:  Assault - 200 Block 3rd Avenue South,February 27,2020,4:26 PM,/news/2020128
Release:  Assault - 2200 Block 20th St. W,June 5,2019,3:50 PM,/news/2019390
Release:  Assault - 300 Block Avenue H South,December 6,2019,9:48 AM,/news/2019908
Release:  Assault - 3200 Block Milton St.,April 9,2019,10:42 AM,/news/2019257
Release:  Assault - 3rd Avenue And 26th Street East,July 4,2020,10:10 PM,/news/2020457
Release:  Assault - 400 Block Cumberland Avenue,July 23,2018,10:57 AM,/news/2018554
Release:  Assault - CEW Deployment,January 19,2020,11:07 AM,/news/202036
Release:  Assault - Circle Drive And Vancouver Avenue North,December 10,2018,10:21 AM,/news/2018880
Release:  Assault - SPS Member Charged,December 28,2017,3:06 PM,/news/20171055
Release:  Assault / Forcible Confinement - 600 Block Idylwyld Drive North,May 8,2020,8:56 AM,/news/2020308
Release:  Assault Against A Police Officer - 1900 Block Preston Ave. S,May 15,2018,3:21 PM,/news/2018360
Release:  Assault Charges Upgraded To Manslaughter,April 11,2018,3:39 PM,/news/2018239
Release:  Assault In Pedestrian Tunnel - Circle Dr. & Ave. W N,February 12,2020,1:46 PM,/news/202092
Release:  Assault In Progress - 200 Block 2nd Street South,May 1,2018,2:28 PM,/news/2018305
Release:  Assault On City Bus/Arrests Made - 20th St. W & Avenue T S,April 14,2020,12:41 PM,/news/2020245
Release:  Assault On Police Office/Uttering Threats - 2900 Block 8th Street East,August 24,2018,1:38 PM,/news/2018645
Release:  Assault On Police Officer - 100 Block 23rd St. E,March 6,2019,12:14 PM,/news/2019170
